time_(fs),degree of alignment
3334.669338677355,0.33147106927681674
3366.733466933868,0.33198222727426
3398.797595190381,0.33265360007116285
3430.861723446894,0.33349259000284415
3462.9258517034073,0.3345006617239857
3494.98997995992,0.33567189847908113
3527.054108216433,0.33699176546316534
3559.118236472946,0.33843621637741184
3591.182364729459,0.3399712759705671
3623.246492985972,0.3415532152217336
3655.310621242485,0.3431294060815983
3687.3747494989984,0.344639899947716
3719.4388777555114,0.34601972046055285
3751.5030060120243,0.34720180048340826
3783.5671342685373,0.3481204303401625
3815.6312625250503,0.3487150255494788
3847.695390781563,0.34893397379709423
3879.7595190380766,0.348738288769791
3911.8236472945896,0.34810478768069547
3943.8877755511025,0.3470285229977875
3975.9519038076155,0.34552423786099046
4008.0160320641285,0.3436266771138601
4040.0801603206414,0.34138966732159437
4072.1442885771544,0.3388839728261568
4104.208416833668,0.33619403235556244
4136.272545090181,0.3334137727138807
4168.336673346694,0.33064177360544045
4200.400801603207,0.3279761129116688
4232.46492985972,0.3255092491162972
4264.529058116233,0.3233232942583185
4296.593186372746,0.32148599713033643
4328.6573146292585,0.3200476958932128
4360.7214428857715,0.31903941800558566
4392.785571142284,0.3184722114993747
4424.849699398798,0.31833769432650777
4456.913827655311,0.318609716904034
4488.977955911824,0.31924695523531005
4521.042084168337,0.32019619438870534
4553.10621242485,0.32139602856972055
4585.170340681363,0.3227806957617408
4617.234468937876,0.3242837805751698
4649.298597194389,0.32584155494270634
4681.362725450902,0.32739577739191544
4713.426853707415,0.3288958316479518
4745.490981963928,0.33030014792248497
4777.555110220441,0.3315769095895173
4809.619238476954,0.33270409924996897
4841.683366733468,0.3336689780755351
4873.747494989981,0.3344671189990647
4905.811623246494,0.33510112751063925
4937.8757515030065,0.3355791845716218
4969.9398797595195,0.335913536515544
5002.0040080160325,0.3361190394218479
5034.068136272545,0.3362118432119826
5066.132264529058,0.3362082763977772
5098.196392785571,0.33612396839633224
5130.260521042084,0.3359732244430577
5162.324649298597,0.33576864958002683
5194.38877755511,0.33552100354491043
5226.452905811623,0.3352392576752134
5258.517034068137,0.33493081781034556
5290.58116232465,0.3346018730131103
5322.645290581163,0.3342578280493441
5354.709418837676,0.3339037773191494
5386.773547094189,0.3335449788419086
5418.837675350702,0.3331872886944103
5450.901803607215,0.3328375189532543
5482.965931863728,0.3325036858664719
5515.030060120241,0.33219511997394047
5547.094188376754,0.33192241654566457
5579.158316633267,0.3316972132697961
5611.22244488978,0.3315317926730751
5643.2865731462925,0.33143851909591293
5675.350701402806,0.33142913364281945
5707.414829659319,0.33151394451489025
5739.478957915832,0.33170096333365306
5771.543086172345,0.33199504911017125
5803.607214428858,0.332397128965546
5835.671342685371,0.33290356725206166
5867.735470941884,0.33350575134958044
5899.799599198397,0.33418995259746564
5931.86372745491,0.3349375046725361
5963.927855711423,0.3357253200449193
5995.991983967936,0.336526739439332
6028.056112224449,0.33731268160279004
6060.120240480962,0.3380530336513996
6092.184368737476,0.3387181985216185
6124.248496993989,0.3392806981329941
6156.312625250502,0.3397167208883364
6188.376753507015,0.3400075014913973
6220.440881763528,0.34014043023889745
6252.505010020041,0.34010980742183955
6284.5691382765535,0.33991718474128846
6316.6332665330665,0.33957126735071663
6348.697394789579,0.3390873843265001
6380.761523046092,0.33848656881100714
6412.825651302605,0.33779431862335657
6444.889779559118,0.3370391310773107
6476.953907815631,0.33625092009431645
6509.018036072145,0.33545942838861953
6541.082164328658,0.33469274247915565
6573.146292585171,0.3339760044747832
6605.210420841684,0.33333039373890944
6637.274549098197,0.3327724260114143
6669.33867735471,0.3323135899946323
6701.402805611223,0.3319603144346711
6733.466933867736,0.3317142347009684
6765.531062124249,0.33157270862588084
6797.595190380762,0.33152951809722936
6829.659318637275,0.3315756860761989
6861.723446893788,0.33170033814211514
6893.787575150301,0.3318915425792642
6925.8517034068145,0.33213707224824784
6957.9158316633275,0.3324250436359885
6989.97995991984,0.3327444021334553
7022.044088176353,0.3330852364595156
7054.108216432866,0.3334389181982631
7086.172344689379,0.3337980739361032
7118.236472945892,0.33415640710543626
7150.300601202405,0.33450839430321083
7182.364729458918,0.3348488867274889
7214.428857715431,0.3351726517687115
7246.492985971944,0.33547389303117364
7278.557114228457,0.335745789386549
7310.62124248497,0.33598009514790184
7342.685370741484,0.3361668439507398
7374.749498997997,0.3362941980570729
7406.81362725451,0.33634848198410816
7438.877755511023,0.3363144339138882
7470.941883767536,0.33617569958703586
7503.006012024049,0.3359155808068227
7535.070140280562,0.33551803408501746
7567.134268537075,0.3349688946262019
7599.198396793588,0.3342572776361916
7631.2625250501005,0.3333770843564882
7663.3266533066135,0.3323285163865296
7695.390781563126,0.33111948136527614
7727.454909819639,0.32976675881943435
7759.519038076153,0.3282967897850752
7791.583166332666,0.32674596010234164
7823.647294589179,0.3251602666998497
7855.711422845692,0.3235942891956949
7887.775551102205,0.3221094347779464
7919.839679358718,0.32077148004790085
7951.903807615231,0.3196474952454746
7983.967935871744,0.31880229868311466
8016.032064128257,0.3182946461246806
8048.09619238477,0.3181734048896486
8080.160320641283,0.31847398979747976
8112.224448897796,0.31921534312263045
8144.288577154309,0.3203977208810669
8176.352705410822,0.3220015028233768
8208.416833667336,0.3239871759451782
8240.480961923848,0.32629655620833203
8272.545090180362,0.3288552177439859
8304.609218436874,0.331576001808626
8336.673346693387,0.3343633884741464
8368.7374749499,0.3371184412676347
8400.801603206413,0.339743986068337
8432.865731462927,0.3421496655085277
8464.92985971944,0.3442565209682408
8496.993987975953,0.3460007948781146
8529.058116232465,0.3473367122825656
8561.122244488979,0.3482380857517061
8593.186372745491,0.34869868329246934
8625.250501002005,0.34873139564715583
8657.314629258517,0.3483663282919781
8689.37875751503,0.3476480167966611
8721.442885771543,0.34663201621782597
8753.507014028057,0.34538114261239944
8785.571142284569,0.34396164698701376
8817.635270541083,0.3424395809904746
8849.699398797597,0.34087757346109054
8881.763527054109,0.33933218309168633
8913.827655310623,0.33785193125116814
8945.891783567135,0.3364760566852482
8977.955911823648,0.33523397603791494
9010.02004008016,0.3341453853557903
9042.084168336674,0.3332209009536108
9074.148296593186,0.3324631146482528
9106.2124248497,0.3318679283391174
9138.276553106212,0.3314260349033531
9170.340681362726,0.3311244241575263
9202.404809619238,0.3309478114657197
9234.468937875752,0.33087990956065855
9266.533066132266,0.33090448859064553
9298.597194388778,0.3310061930471302
9330.661322645292,0.33117110538717026
9362.725450901804,0.3313870638018887
9394.789579158318,0.33164375526209583
9426.85370741483,0.33193261476799685
9458.917835671344,0.33224656807853586
9490.981963927856,0.332579658739541
9523.04609218437,0.33292660166046556
9555.110220440882,0.3332823054175881
9587.174348697396,0.33364140432147277
9619.238476953908,0.3339978392870865
9651.302605210421,0.3343445236666505
9683.366733466935,0.3346731262412211
9715.430861723447,0.33497399820001106
9747.494989979961,0.3352362638406244
9779.559118236473,0.3354480856753007
9811.623246492987,0.3355971036125945
9843.6873747495,0.3356710351765672
9875.751503006013,0.33565840994026924
9907.815631262525,0.33554939743716466
9939.879759519039,0.3353366750044677
9971.943887775551,0.3350162717099715
10004.008016032065,0.334588318141876
10036.072144288577,0.33405763065878824
10068.13627254509,0.3334340636102018
10100.200400801605,0.3327325744269815
10132.264529058117,0.3319729640759223
10164.32865731463,0.33117927819257237
10196.392785571143,0.3303788805908778
10228.456913827657,0.3296012385720728
10260.521042084169,0.3288764859331674
10292.585170340682,0.3282338521290321
10324.649298597195,0.3277000622029616
10356.713426853708,0.32729781991013296
10388.77755511022,0.32704448472493924
10420.841683366734,0.3269510418997138
10452.905811623246,0.3270214441968128
10484.96993987976,0.32725237608062574
10517.034068136274,0.3276334585580163
10549.098196392786,0.32814787854773736
10581.1623246493,0.3287733938837611
10613.226452905812,0.3294836368855592
10645.290581162326,0.33024961842215456
10677.354709418838,0.3310413223353123
10709.418837675352,0.3318292777917182
10741.482965931864,0.3325860044107201
10773.547094188378,0.33328724071922833
10805.61122244489,0.33391288869696795
10837.675350701404,0.33444763344782974
10869.739478957916,0.3348812246955989
10901.80360721443,0.3352084332617619
10933.867735470943,0.33542871869438073
10965.931863727455,0.3355456620893008
10997.99599198397,0.33556622986402673
11030.060120240481,0.3354999395045805
11062.124248496995,0.33535799745520756
11094.188376753507,0.3351524732398903
11126.252505010021,0.33489556383480945
11158.316633266533,0.3345989896659036
11190.380761523047,0.3342735497880914
11222.44488977956,0.33392885004916845
11254.509018036073,0.3335732053120391
11286.573146292585,0.333213705729999
11318.637274549099,0.3328564279300055
11350.701402805613,0.33250676475424634
11382.765531062125,0.33216984172611363
11414.829659318639,0.33185098432217314
11446.89378757515,0.33155619713163326
11478.957915831665,0.331292613861336
11511.022044088177,0.33106887587518014
11543.08617234469,0.33089539674795093
11575.150300601203,0.33078447159749486
11607.214428857716,0.33075019334762
11639.278557114229,0.330808144264302
11671.342685370742,0.33097484075207306
11703.406813627254,0.3312669229483861
11735.470941883768,0.33170009820350427
11767.535070140282,0.332287868670517
11799.599198396794,0.333040096937385
11831.663326653308,0.33396148825206984
11863.72745490982,0.3350500911724456
11895.791583166334,0.3362959377190271
11927.855711422846,0.3376799564226209
11959.91983967936,0.339173294266623
11991.983967935872,0.3407371741534898
12024.048096192386,0.3423233917975225
12056.112224448898,0.3438755197203656
12088.176352705412,0.3453308376453805
12120.240480961924,0.34662295097651014
12152.304609218438,0.3476849966162396
12184.368737474952,0.3484532737194274
12216.432865731464,0.34887108237433967
12248.496993987977,0.348892511959858
12280.56112224449,0.3484858986497901
12312.625250501003,0.3476366723752317
12344.689378757515,0.3463493395853273
12376.75350701403,0.3446483989182009
12408.817635270541,0.34257805928104296
12440.881763527055,0.34020071819591996
12472.945891783567,0.33759425491422307
12505.010020040081,0.3348482887830656
12537.074148296593,0.3320596393926534
12569.138276553107,0.32932729260048316
12601.202404809621,0.3267472187823848
12633.266533066133,0.3244074022820384
12665.330661322647,0.3223834227274176
12697.394789579159,0.3207348815440832
12729.458917835673,0.31950289546620786
12761.523046092185,0.3187087903508623
12793.587174348699,0.3183540318953742
12825.65130260521,0.31842133422311086
12857.715430861725,0.31887680151422915
12889.779559118237,0.31967288925285003
12921.84368737475,0.32075192542833864
12953.907815631263,0.3220499107807739
12985.971943887776,0.32350032086507663
13018.03607214429,0.32503765881937013
13050.100200400802,0.32660055178564007
13082.164328657316,0.32813424016119946
13114.228456913828,0.32959237091171484
13146.292585170342,0.33093806787132385
13178.356713426854,0.3321443079076818
13210.420841683368,0.3331936779102835
13242.48496993988,0.33407762115633516
13274.549098196394,0.33479530167872196
13306.613226452906,0.3353522222074995
13338.67735470942,0.33575872665524265
13370.741482965932,0.336028504357677
13402.805611222446,0.3361771931790855
13434.86973947896,0.33622115501570315
13466.933867735472,0.3361764727918554
13498.997995991986,0.3360581948745028
13531.062124248498,0.33587983245682035
13563.126252505012,0.3356530987673803
13595.190380761524,0.33538786624831296
13627.254509018037,0.3350923089383096
13659.31863727455,0.3347731916926293
13691.382765531063,0.33443626490451933
13723.446893787575,0.33408672237758036
13755.51102204409,0.33372968036188566
13787.575150300601,0.333370637125702
13819.639278557115,0.33301587463768756
13851.703406813629,0.33267276705180143
13883.767535070141,0.33234996496077385
13915.831663326655,0.3320574301430545
13947.895791583167,0.3318063030840461
13979.95991983968,0.3316085950870688
14012.024048096193,0.3314767082539751
14044.088176352707,0.3314227996542564
14076.152304609219,0.33145801991727264
14108.216432865733,0.3315916702492656
14140.280561122245,0.3318303342100289
14172.344689378759,0.33217705005942155
14204.40881763527,0.3326305947005736
14236.472945891785,0.33318495001392956
14268.537074148298,0.33382901590157504
14300.60120240481,0.3345466214128857
14332.665330661324,0.3353168663411921
14364.729458917836,0.3361148018181531
14396.79358717435,0.33691243150041744
14428.857715430862,0.33767998727582194
14460.921843687376,0.33838740764837993
14492.985971943888,0.33900592574842675
14525.050100200402,0.3395096596277116
14557.114228456914,0.3398770919324042
14589.178356713428,0.3400923301746442
14621.24248496994,0.34014605264786657
14653.306613226454,0.3400360675410781
14685.370741482968,0.33976744205737847
14717.43486973948,0.3393521916494446
14749.498997995994,0.3388085537180494
14781.563126252506,0.33815990204514107
14813.62725450902,0.33743338487366714
14845.691382765532,0.33665838850853275
14877.755511022046,0.33586493803869405
14909.819639278558,0.33508214669426845
14941.883767535071,0.33433681588963454
14973.947895791584,0.3336522705162447
15006.012024048097,0.3330474906119521
15038.07615230461,0.3325365736757808
15070.140280561123,0.33212853429749867
15102.204408817637,0.33182742196146314
15134.26853707415,0.3316327159904011
15166.332665330663,0.3315399401513466
15198.396793587175,0.3315414292944834
15230.460921843689,0.3316271766750524
15262.525050100201,0.33178569282749687
15294.589178356715,0.332004814035018
15326.653306613227,0.3322724092657059
15358.71743486974,0.3325769475012539
15390.781563126253,0.3329079012909605
15422.845691382767,0.3332559759445566
15454.909819639279,0.3336131661501716
15486.973947895793,0.33397265242588187
15519.038076152307,0.3343285584729073
15551.102204408819,0.3346755972595119
15583.166332665332,0.33500863877766607
15615.230460921844,0.33532223620909785
15647.294589178358,0.3356101500113509
15679.35871743487,0.3358649113566187
15711.422845691384,0.336077467395591
15743.486973947896,0.3362369507125445
15775.55110220441,0.33633061360402805
15807.615230460922,0.33634396380917875
15839.679358717436,0.33626113134538294
15871.743486973948,0.33606548554008764
15903.807615230462,0.33574050681855677
15935.871743486974,0.33527089932641363
15967.935871743488,0.33464390858634624
16000.000000000002,0.33385078428290255
